state,type,name,city,industries,categories,Address,x,y
Pennsylvania,State,SCI-Fayette,La Belle,License plates; precision metal,"plates,metal","50 Overlook Dr, La Belle, PA 15450",-79.98734618,39.99677716
Pennsylvania,State,SCI-Frackville,Frackville,Laundry,none,"1111 Altamont Boulevard, Frackville, PA 17931-2699",-76.22262319,40.77445369
Pennsylvania,State,SCI-Graterford,Skippack,Garments; boots and repairs,clothing,"4533 Skippack Pike, Skippack, PA 19474",-75.4218482,40.2386864
Pennsylvania,State,SCI-Greene,Waynesburg,Garments and mesh laundry; commissary bags,clothing,"169 Progress Dr, Waynesburg, PA 15370",-80.13759215,39.90118486
Pennsylvania,State,SCI-Houtzdale,Houtzdale,Commissary,none,"209 Institution Dr, Houtzdale, PA 16651",-78.35579682,40.81504144
Pennsylvania,State,SCI-Huntingdon,Huntingdon,Garments; signs; print; license plates; soap and detergents,"clothing,plates","1100 Pike St, Huntingdon, PA 16652",-78.0277197,40.49248454
Pennsylvania,State,SCI-Mahanoy,Frackville,Commissary,none,"301 Morea Rd, Frackville, PA 17932",-76.20529431,40.78145768
Pennsylvania,State,SCI-Muncy,Muncy,Garments,clothing,"6454 Pennsylvania 405, Muncy, PA 17756",-76.81964785,41.19877453
Pennsylvania,State,SCI-Retreat,Hunlock Creek,Laundry,none,"660 State Route 11, Hunlock Creek, PA 18621",-76.08833553,41.18985773
Pennsylvania,State,SCI-Rockview,Bellefonte,Chairs; wood products; upholstery; engraving and custom furniture,"furniture,metal","1 Rockview Place, Bellefonte, PA 16823",-77.78025926,40.85358667
Pennsylvania,State,SCI-Smithfield,Huntingdon,Garments,clothing,"1120 Pike Street, Huntingdon, PA 16652",-78.03095249,40.49633127
Pennsylvania,State,SCI-Somerset,Somerset,Laundry,none,"1590 Walters Mill Rd, Somerset, PA 15510",-79.03572661,39.96166748
Pennsylvania,State,SCI-Waymart,Waymart,Garments; rainwear and personal care kits,clothing,"P.O. Box 256, Route #6, Waymart, PA 18472 ",-75.40823558,41.5882744
Pennsylvania,Federal,FCC Allenwood,White Deer,Office furniture,furniture,"41.127631, -76.915344",-76.915344,41.127631
Pennsylvania,Federal,FCI Loretto,Loretto,Electronics; fleet management,none,"772 SAINT JOSEPH ST., LORETTO, PA  15940",-78.6174779,40.49772695
Pennsylvania,Federal,FCI Schuylkill,Minersville,Office furniture,furniture,"40.732000, -76.344133",-76.344133,40.732
Pennsylvania,Federal,USP Canaan,Waymart,Services,none,"3057 EASTON TURNPIKE, WAYMART, PA  18472",-75.40834691,41.56643193
Pennsylvania,Federal,USP Lewisburg,Lewisburg,Electronics recycling,recycle,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA  17837",-76.9148889,40.98494518
Rhode Island,State,John J. Moran Facility,Cranston,Carpentry shop; auto body shop; upholstery shop; license plates; garment shop; metal shop,"clothing,furniture,plates,metal","41 Howard Ave, Cranston, RI 02920",-71.46199049,41.74173147
Rhode Island,State,Maximum Security,Cranston,Carpentry shop; print shop,none,"40 Howard Ave, Cranston, RI 02920",-71.46497352,41.74484894
South Caroilna,Federal,FCI Edgefield,Edgefield,Clothing; textiles,clothing,"501 GARY HILL ROAD, EDGEFIELD, SC  29824",-81.92178926,33.75788935
South Carolina,State,Allendale Correctional Institution,Fairfax,Golf carts,none,"1057 Revolutionary Trail, Fairfax, SC 29827",-81.26539192,32.97027477
South Carolina,State,Broad River Correctional Institution,Columbia,Signs; license plates; golf carts; flooring,plates,"4460 Broad River Rd, Columbia, SC 29210",-81.11713264,34.06668417
South Carolina,State,Evans Correctional Institution,Bennettsville,Cable; wiring,none,"610 Highway 9 West, Bennettsville, SC 29512",-79.71081156,34.65224701
South Carolina,State,Headquarters,Columbia,Microfilm; framing; printing,none,"4444 Broad River Road, Columbia, SC 29210",-81.11703787,34.06653718
South Carolina,State,Kershaw Correctional Institution,Kershaw,Flooring,none,"4848 Goldmine Highway, Kershaw, SC 29067",-80.54556387,34.59277701
South Carolina,State,Leath Correctional Institution,Greenwood,Textiles; apparel,clothing,"2809 Airport Rd, Greenwood, SC 29649",-82.14630229,34.24925308
South Carolina,State,Lee Correctional Institution,Bishopville,Textiles; plastics reclaim; mattress work,recycle,"990 Wisacky Hwy, Bishopville, SC 29010",-80.22127542,34.20118717
South Carolina,State,Lieber Correctional Institution,Ridgeville,Textiles; retreads,none,"136 Wilborn Avenue, Ridgeville, SC 29472",-80.28824598,33.08582046
South Carolina,State,Livesay Correctional Institution,Spartanburg,Flooring,none,"104 Broadcast Drive, Spartanburg, SC 29303",-81.98711557,34.9774529
South Carolina,State,MacDougall Correctional Institution,Ridgeville,Forestry,none,"1516 Old Gilliard Road, Ridgeville, SC 29472",-80.29622382,33.16878412
South Carolina,State,Manning Correctional Institution,Columbia,Vision metering,none,"502 Beckman Drive, Columbia, SC 29203",-80.98866611,34.08353371
South Carolina,State,McCormick Correctional Institution,McCormick,Modular work; upholstery,furniture,"386 Redemption Way, McCormick, SC 29899",-82.25511263,33.92267574
South Carolina,State,Perry Correctional Institution,Pelzer,Wood products,none,"430 Oaklawn Rd, Pelzer, SC 29669",-82.33569349,34.66062726
South Carolina,State,Ridgeland Correctional Institution,Ridgeland,Plastics reclaim,recycle,"5 Correctional Road, Ridgeland, SC 29936",-80.96549099,32.49706144
South Carolina,State,Tyger River Correctional Institution,Enoree,Flooring,none,"100-200 Prison Road, Enoree, SC 29355",-81.82489234,34.71353621
South Dakota,State,Mike Durfee State Prison,Springfield,Clothing; blankets; sheets; towels,clothing,"1412 Wood St, Springfield, SD 57062",-97.90162025,42.8606451
South Dakota,State,South Dakota State Penitentiary,Sioux Falls,Upholstery; carpentry; license plates; print shop; sign shop,"furniture,plates","1600 North Drive, Sioux Falls, SD 57117",-96.72411612,43.56679139
South Dakota,State,South Dakota Women's Prison,Pierre,Data entry,none,"3200 East Highway 34, Pierre, SD 57501",-100.3010547,44.35454177
Tennessee,State,Bledsoe County Correctional Complex ,Pikeville,Flooring; agriculture; dairy farm,food,"1045 Horsehead Road, Pikeville, Tennessee 37367",-85.2510506,35.73780334
Tennessee,State,Mark H. Luttrell Correctional Center,Memphis,Packaging services,none,"6000 State Road, Memphis, Tennessee 38134",-89.85959613,35.1543927
Tennessee,State,Morgan County Correctional Complex,Wartburg,Apparel manufacturing; textiles manufacturing,clothing,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",-84.53896205,36.11005542
Tennessee,State,Northeast Correctional Complex,Mountain City,Flooring,none,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",-81.88694055,36.45190021
Tennessee,State,Northwest Correctional Complex,Tiptonville,Packaging services,none,"960 State Route 212, Tiptonville, Tennessee 38079",-89.45220889,36.4141506
Tennessee,State,Riverbend Maximum Security Institution,Nashville,Data entry,none,"7475 Cockrill Bend Boulevard, Nashville, Tennessee 37243-0471",-86.89818006,36.18397612
Tennessee,State,South Central Correctional Facility,Clifton,Printing,none,"555 Forest Avenue, Clifton, Tennessee 38425-0279",-88.0013121,35.36780434
Tennessee,State,Tennessee Prison for Women,Nashville,Call center; document imaging,call-center,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",-86.86199474,36.19800511
Tennessee,State,Turney Center Industrial Complex,Only,Institutional cleaning products; flooring,none,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",-87.69111947,35.83044558
Tennessee,State,West Tennessee State Penitentiary,Henning,Apparel manufacturing; textiles manufacturing; agriculture; row crops,"clothing,food","480 Green Chapel Road, Henning, Tennessee 38041-1150",-89.74584538,35.67416642
Tennessee,Federal,FCI Memphis,Memphis,Electronics; fleet management,none,"1101 JOHN A DENIE ROAD, MEMPHIS, TN  38134",-89.86422133,35.15544674
Texas,State,Alfred D. Hughes Unit,Gatesville,Socks; K-9 bite suits; jackets; quilting; drapery; utility belts,clothing,"3201 FM 929, Gatesville, TX 76597 ",-97.70074565,31.4788592
Texas,State,Allan B. Polunsky Unit,Livingston,Cardboard boxes; file boxes; file folders,none,"3872 FM 350 South, Livingston, TX 77351 ",-95.01290685,30.69432416
Texas,State,Clarence N. Stevenson Unit,Cuero,Office furniture,furniture,"1525 FM 766, Cuero, TX 77954 ",-97.30296057,29.13069191
Texas,State,Daniel Webster Wallace Unit,Colorado City,Clothing; napkins; sheets,clothing,"1675 South FM 3525, Colorado City, TX 79512 ",-100.8775621,32.40436848
Texas,State,Darrington Unit,Rosharon,Tire retreading; protective kits; mop handles,none,"59 Darrington Road, Rosharon, TX 77583",-95.48148157,29.39268052
Texas,State,Eastham Unit,Lovelady,Clothes; towels,clothing,"2665 Prison Road #1, Lovelady, TX 75851 ",-95.44549589,31.12631392
Texas,State,French Robertson Unit,Abilene,Clothing such as offender shorts; shirts; pants; caps,clothing,"12071 FM 3522, Abilene, TX 79601",-99.63629895,32.56215286
Texas,State,George Beto Unit,Tennessee Colony,Highway and street signs,none,"1391 FM 3328, Tennessee Colony, TX 75880",-95.82707464,31.76085416
Texas,State,Gib Lewis Unit,Woodville,Furniture and woodshop,furniture,"777 FM 3497, Woodville, TX 75990 ",-94.3957604,30.79335444
Texas,State,H. H. Coffield Unit,Tennessee Colony,Furniture; lockers; security doors; fish fryers; lighting fixtures,furniture,"2661 FM 2054, Tennessee Colony, TX 75884",-95.88783166,31.80593942
Texas,State,Hilltop Unit,Gatesville,Clothing; aprons; Texas flags; U.S. flags; sheets,clothing,"1500 State School Road, Gatesville, TX 76598-2996",-97.74181875,31.4631916
Texas,State,Huntsville Unit,Huntsville,Textile mill for yarn; patches; embroidery; screen printing,none,"815 12th Street, Huntsville, TX 77348 ",-95.54766771,30.72297263
Texas,State,"James ""Jay"" H. Byrd Unit",Huntsville,Warehousing and distribution,none,"21 FM 247, Huntsville, TX 77320",-95.54970137,30.73721299
Texas,State,Jim Ferguson Unit,Midway,Brooms; brushes; mops; leather products,none,"12120 Savage Drive, Midway, TX 75852",-95.70645191,30.95939375
Texas,State,John M. Wynne Unit,Huntsville,License plates; mattresses; pillows; signs; plaques; laser engraving,"plates,metal","810 FM 2821, Huntsville, TX 77349",-95.57670739,30.73639211
Texas,State,L.V. Hightower Unit,Dayton,Officer and commissary clothing,clothing,"902 FM 686, Dayton, TX 77535",-94.93461574,30.10010235
Texas,State,Louis C. Powledge Unit,Palestine,Metal fabrication; chain link fencing; tarps; barbed wire; water tanks,metal,"1400 FM 3452, Palestine, TX 75803 ",-95.78663303,31.74551514
Texas,State,Mountain View Unit,Gatesville,Braille,none,"2305 Ransom Road, Gatesville, TX 76528",-97.72495911,31.486672
Texas,State,O.B. Ellis Unit,Huntsville,Chairs; clothing; repairs for buses; fire trucks and other vehicles,"clothing,furniture","1697 FM 980, Huntsville, TX 77343 ",-95.45872422,30.87050306
Texas,State,O.L. Luther Unit,Navasota,Stainless steel fixtures; kitchen equipment; bleachers; shower stalls,none,"1800 Luther Drive, Navasota, TX 77868 ",-96.05931995,30.26402761
Texas,State,Preston E. Smith Unit,Lamesa,Mattresses; pillows; offender boxers,none,"1313 CR 19, Lamesa, TX 79331-1898 ",-101.980313,32.71839138
Texas,State,Ruben M. Torres Unit,Hondo,Print shop for brochures; booklets; envelopes; business cards; stationary,none,"125 Private Road 4303, Hondo, TX 78861 ",-99.14110694,29.3475618
Texas,State,T.L. Roach Unit,Childress,Soaps; detergents; lotions; body wash,none,"15845 FM 164, Childress, TX 79201",-100.2539868,34.42445869
Texas,State,TCI Austin Distribution Center,Austin,Warehousing and distribution,none,"8801 S 1st St, Austin, TX 78748",-97.79852499,30.17544404
Texas,State,W. F. Ramsey Unit,Rosharon,Furniture refinishing; upholstery; auditorium refurbishing,furniture,"1100 FM 655, Rosharon, TX 77583 ",-95.4684925,29.30230329
Texas,State,"W. J. ""Jim"" Estelle Unit",Huntsville,Textile mill,none,"264 FM 3478, Huntsville, TX 77320-3320 ",-95.5016435,30.88122241
Texas,State,William G. McConnell Unit,Beeville,Clothing such as offender boxers; shirts; pants,clothing,"3001 South Emily Drive, Beeville, TX 78102 ",-97.72172135,28.37307089
Texas,State,William P. Clements Unit,Amarillo,Shoes and blankets,clothing,"9601 Spur 591, Amarillo, TX 79107-9606 ",-101.7362892,35.23650645
Texas,State,William P. Hobby Unit,Marlin,Print shop for brochures; booklets; envelopes; business cards; forms,none,"742 FM 712, Marlin, TX 76661 ",-96.91333906,31.25653294
Texas,Federal,FCC Beaumont,Beaumont,Clothing; textiles,clothing,"5560 Knauth Rd, Beaumont, TX 77705",-94.07739718,29.96520547
Texas,Federal,FCI Bastrop,Bastrop,Electronics; fleet management,none,"1341 HIGHWAY 95 NORTH, BASTROP, TX  78602",-97.31506902,30.18655664
Texas,Federal,FCI Fort Worth,Fort Worth,Recycling collection,recycle,"3150 HORTON ROAD, FORT WORTH, TX  76119",-97.28558097,32.68318837
Texas,Federal,FCI La Tuna,Anthony,Electronics; fleet management,none,"8500 DONIPHAN ROAD, ANTHONY, TX  79821",-106.6050529,31.9832516
Texas,Federal,FCI Seagoville,Seagoville,Clothing; textiles,clothing,"2113 NORTH HWY 175, SEAGOVILLE, TX  75159",-96.56535897,32.65787801
Texas,Federal,FCI Texarkana,Texarkana,Electronics recycling; services,recycle,"4001 LEOPARD DRIVE, TEXARKANA, TX  75501",-94.09202899,33.37811488
Texas,Federal,FPC Bryan,Bryan,Services,none,"1100 URSULINE AVENUE, BRYAN, TX  77803",-96.36183121,30.67595839
Utah,State,Utah State Prison ,Draper,License plates; print shop; greenhouse; furniture; upholstery; culinary; document scanning; data entry; construction; beverage packaging,"plates,furniture,food","14425 Bitterbrush Ln, Draper, UT 84020",-111.894243,40.499695
Utah,State,Central Utah Correctional Facility,Gunnison,Sewing; embroidery; signage; culinary,food,,-111.807797,39.162984
Vermont,State,Chittenden Regional Correctional Facility,South Burlington,Textiles,none,"7 Farrell St, South Burlington, VT 05403",-73.20447889,44.44626419
Vermont,State,Northern State Correctional Facility,Newport,Printing; signs; call center; furniture,"call-center,furniture","2559 Glen Rd, Newport, VT 05855",-72.19366962,44.90558216
Vermont,State,Northwest State Correctional Facility,Swanton,Small engine repair,none,"3649 Lower Newton Rd, Swanton, VT 05488",-73.14088759,44.8547092
Vermont,State,Southeast State Correctional Facility,Windsor,License plates,plates,"546 State Farm Road, Windsor, VT 05089",-72.42632454,43.50109697
Virginia,State,Augusta Correctional Center,Craigsville,Clothing; shoes,clothing,"1821 Estaline Valley Rd, Craigsville, VA 24430",-79.36899762,38.05802764
Virginia,State,Buckingham Correctional Center,Dillwyn,Metal; paint; systems,metal,"1349 Correctional Center Rd, Dillwyn, VA 23936",-78.47455941,37.56398886
Virginia,State,Coffeewood Correctional Center,Mitchells,Wood,none,"12352 Coffeewood Dr, Mitchells, VA 22729",-78.02176572,38.36473357
Virginia,State,Dillwyn Correctional Center,Dillwyn,Metal,metal,"1522 Prison Rd, Dillwyn, VA 23936",-78.47246712,37.57050615
Virginia,State,Fluvanna Correctional Center for Women,Troy,Clothing; document conversion; Braille; optical,"clothing,optical","144 Prison Lane, Troy, VA 22974",-78.27032789,37.9847634
Virginia,State,Greensville Correctional Center,Jarratt,Systems; wood,none,"901 Corrections Way, Jarratt, VA 23867",-77.47369808,36.79531801
Virginia,State,Halifax Correctional Unit,South Boston,Clothing,clothing,"1200 Farm Rd, South Boston, VA",-78.93189257,36.72828089
Virginia,State,Haynesville Correctional Center,Haynesville,Clothing; vehicle conversion,clothing,"421 Barnfield Rd, Haynesville, VA 22472",-76.66250964,37.95041069
Virginia,State,Indian Creek Correctional Center,Chesapeake,Cleaning products,none,"801 Sanderson Rd, Chesapeake, VA 23322",-76.18322802,36.61644543
Virginia,State,Lunenburg Correctional Center,Victoria,Wood,none,"690 Falls Rd, Victoria, VA 23974",-78.21350131,37.01816288
Virginia,State,Nottoway Correctional Center,Burkeville,Wood,none,"2892 Schutt Rd, Burkeville, VA 23922",-78.18110888,37.18551715
Virginia,State,Powhatan Correctional Center,Maidens,Print; silkscreen; license plates,plates,"3600 Woods Way, Maidens, VA 23160",-77.88309998,37.67163349
Virginia,State,Sussex I State Prison,Waverly,Dentures,none,"24414 Musselwhite Dr, Waverly, VA 23891",-77.22714711,37.04079145
Virginia,State,Sussex II State Prison,Waverly,Laundry,none,"24427 Mussellwhite Dr, Waverly, VA 23891",-77.22580881,37.04018064
Virginia,State,Virginia Correctional Center for Women,Goochland,Laundry,none,"2841 River Rd W, Goochland, VA 23063",-77.88609389,37.67587222
Virginia,Federal,FCI Petersburg,Hopewell,Services,none,"1060 RIVER ROAD, HOPEWELL, VA  23860",-77.34055413,37.29826832
Virginia,Federal,USP Lee,Pennington Gap,Clothing; textiles,clothing,"Hickory Flats Rd, Pennington Gap, VA 24277",-83.00307779,36.71692221
Washington,State,Airway Heights Corrections Center,Airway Heights,Food production; warehouse services; optical manufacturing; clothing; cardboard boxes; commissary; laundry; administrative services,"food,optical","11919 Sprague Ave, Airway Heights, WA 99001",-117.5776198,47.65726225
Washington,State,Cedar Creek Corrections Center,Littlerock,Warehouse services; furniture; laundry; recycling,"furniture,recycle","12200 Bordeaux Rd SW, Littlerock, WA 98556",-123.0173686,46.90183825
Washington,State,Clallam Bay Corrections Center,Clallam Bay,Warehouse services; clothing; administrative services; laundry ,clothing,"1830 Eagle Crest Way, Clallam Bay, WA 98326",-124.2859757,48.24176555
Washington,State,Coyote Ridge Corrections Center,Connell,Clothing; food production; laundry,food,"1301 N Ephrata Ave, Connell, WA 99326",-118.8522096,46.67212617
Washington,State,Larch Corrections Center,Yacolt,Laundry,none,"15314 NE Dole Valley Rd, Yacolt, WA 98675",-122.3396572,45.73380858
Washington,State,Monroe Correctional Complex,Monroe,Commissary; printing and engraving; laundry; recycling,"metal,recycle","16700 177th Ave SE, Monroe, WA 98272",-121.9923168,47.84703845
Washington,State,Olympic Corrections Center,Forks,Laundry,none,"11235 Hoh Mainline, Forks, WA 98331",-124.1374862,47.71667894
Washington,State,Stafford Creek Corrections Center,Aberdeen,Administrative services; customer service center; furniture; laundry; warehouse services; tilapia fish farm,"furniture,food","191 Constantine Way, Aberdeen, WA 98520",-123.9167668,46.9287724
Washington,State,Washington Corrections Center,Shelton,Distribution center; laundry,none,"2321 West Dayton Airport Road, Shelton, WA 98584",-123.2005857,47.23965227
Washington,State,Washington Corrections Center for Women,Gig Harbor,Computer design; screen printing; Braille services,none,"9601 Bujacich Rd. NW, Gig Harbor, WA 98332-8300",-122.6165493,47.3456864
Washington,State,Washington State Light Industrial Park - Headquarters,Tumwater,Administrative services; warehouse services,none,"801 88th Ave SE, Tumwater, WA 98501",-122.8963498,46.95985174
Washington,State,Washington State Penitentiary,Walla Walla,Metal products; warehouse services; field crops; laundry; recycling; composting; license plates,"food,plates,metal,recycle","1313 N 13th Ave, Walla Walla, WA 99362",-118.3564827,46.07958791
West Virginia,State,Denmar Correctional Center,Hillsboro,Inmate clothing,clothing,"4319 Denmar Road, Hillsboro,WV 24946",-80.22720354,38.08245299
West Virginia,State,Huttonsville Correctional Center,Huttonsville,Furniture; Braille,furniture,"38.694413, -79.979618",-79.979618,38.694413
West Virginia,State,Lakin Correctional Center,West Columbia,Inmate clothing,clothing,"11264 Ohio River Rd, West Columbia, WV 25287",-82.06626074,38.98179282
West Virginia,State,Mount Olive Correctional Complex,Mt Olive,License plates; signs; soap,plates,"1 Mountainside Way, Mt Olive, WV 25185",-82.06869701,38.52468188
West Virginia,State,Northern Correctional Facility,Moundsville,Printing,none,"112 Northern Regional Correctional Drive, Moundsville, WV 26041",-80.74666696,39.91856337
West Virginia,State,Pruntytown Correctional Center,Grafton,Soap; seating,none,"2006 Trap Springs Rd, Grafton, WV 26354",-80.02489664,39.34119267
West Virginia,State,St. Marys Correctional Center,St Marys,Embroidery; mattresses,none,"2880 N Pleasants Hwy, St Marys, WV 26170",-81.17298944,39.43052628
West Virginia,Federal,FCI Beckley,Beaver,Office furniture,furniture,"1600 INDUSTRIAL ROAD, BEAVER, WV  25813",-81.07058802,37.76854005
West Virginia,Federal,FCI Gilmer,Glenville,Electronics; fleet management,none,"201 FCI LANE, GLENVILLE, WV  26351",-80.78220962,38.91670791
Wisconsin,State,Columbia Correctional Institution,Portage,Printing,none,"2925 Columbia Drive, Portage, WI 53901-0950",-89.49194635,43.56396879
Wisconsin,State,Fox Lake Correctional Institution,Fox Lake,Wood furniture,furniture,"W10237 Lake Emily Road, Fox Lake, WI 53933-0147",-88.914933,43.61926958
Wisconsin,State,Green Bay Correctional Institution,Green Bay,Textiles; embroidery,none,"2833 Riverside Drive, Green Bay, WI 54307-9033",-88.03969729,44.47254003
Wisconsin,State,Jackson Correctional Institution,Black River Falls,Signage,none,"N6500 Haipek Road, Black River Falls, WI 54615-0232",-90.79661419,44.3059878
Wisconsin,State,John C. Burke Correctional Center,Waupun,Warehousing; distribution,none,"900 S. Madison St., Waupun, WI 53963-0900",-88.7354277,43.61840283
Wisconsin,State,New Lisbon Correctional Institution,New Lisbon,Sign recycling,recycle,"2000 Progress Road, New Lisbon, WI 53950-2000",-90.13752405,43.88038249
Wisconsin,State,Oakhill Correctional Institution,Oregon,Upholstery; dairy cows; crops,"food,furniture","5212 County Hwy. M, Oregon, WI 53575-0140",-89.40261374,42.95033512
Wisconsin,State,Oshkosh Correctional Institution,Oshkosh,Laundry,none,"1730 W. Snell Road, Oshkosh, WI 54903-3530 ",-88.55777101,44.06824662
Wisconsin,State,Redgranite Correctional Institution,Redgranite,Wheelchair and computer recycling,recycle,"1006 County Road EE, Redgranite, WI 54970",-89.10480818,44.05400015
Wisconsin,State,Stanley Correctional Institution,Stanley,Signage,none,"100 Corrections Drive, Stanley, WI 54768-6500 ",-90.95215962,44.94444978
Wisconsin,State,Waupun Correctional Institution,Waupun,Metal furniture; license plates,"furniture,plates,metal","200 S. Madison St., Waupun, WI 53963-0351",-88.72979862,43.62968931
Wyoming,State,Wyoming Honor Conservation Camp ,Newcastle,Specialty sewing; license plates,plates,"40 Pippin Rd, Newcastle, WY 82701",-104.1817326,43.88154694
Wyoming,State,Wyoming Medium Correctional Institution ,Torrington,Sewing shop; Braille; embroidery; janitorial supplies; business support office,none,"7076 Road 55F, Torrington, WY 82240",-104.1152475,42.07119128
Wyoming,State,Wyoming State Penitentiary ,Rawlins,Engraving; print shop; garment factory,"clothing,metal","2900 S Higley Blvd, Rawlins, WY 82301",-107.2213525,41.77039797
Wyoming,State,Wyoming Women's Center ,Lusk,Sewing shop; aquaculture; data entry; laundry,none,"1000 W Griffith Blvd, Lusk, WY 82225",-104.4546259,42.76552044
